step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error,ideal_tmp,actual_tmp,IND
6,10:34:18,-624,12330,17291,14120,9145,148,CCW,329.283,328.234875,-1.048124961,96.23416667,60.28921667,19181
7,10:34:18,-635,12746,17401,13727,9074,148,CCW,323.568,322.6384764,-0.929523561,96.23416667,60.28921667,19182
8,10:34:19,-603,13146,17455,13339,9030,148,CCW,318.141,317.2732035,-0.867796498,96.23416667,60.28921667,19183
9,10:34:19,-638,13552,17450,12931,9022,148,CCW,312.399,311.7545471,-0.644452855,96.40333333,60.45103333,19184
10,10:34:19,-637,13969,17424,12524,9071,148,CCW,306.666,306.1254852,-0.540514784,96.40333333,60.45103333,19185
11,10:34:20,-619,14357,17340,12123,9148,148,CCW,301.095,300.6240061,-0.470993892,96.40333333,60.45103333,19186
12,10:34:20,-646,14761,17216,11734,9272,148,CCW,295.281,294.9216498,-0.359350157,96.5725,60.61285,19187
13,10:34:20,-621,15128,17054,11359,9434,148,CCW,289.692,289.3387468,-0.353253222,96.5725,60.61285,19188
14,10:34:20,-628,15482,16859,10990,9635,148,CCW,284.04,283.6313643,-0.40863574,96.5725,60.61285,19189
15,10:34:21,-635,15832,16633,10660,9871,148,CCW,278.325,277.9241315,-0.400868518,96.5725,60.61285,19190
16,10:34:21,-612,16091,16308,10317,10095,148,CCW,272.817,272.2511575,-0.565842459,96.74166667,60.77466667,19191
17,10:34:21,-640,16440,16077,10058,10438,148,CCW,267.057,266.4242615,-0.632738469,96.74166667,60.77466667,19192
18,10:34:22,-618,16683,15755,9796,10751,148,CCW,261.495,260.7776482,-0.717351795,96.74166667,60.77466667,19193
19,10:34:22,-632,16917,15407,9571,11095,148,CCW,255.807,255.0075142,-0.79948584,96.91083333,60.93648333,19194
20,10:34:22,-638,17116,15044,9380,11466,148,CCW,250.065,249.2511701,-0.813829871,96.91083333,60.93648333,19195
21,10:34:23,-638,17265,14662,9219,11854,148,CCW,244.323,243.5257886,-0.797211423,96.91083333,60.93648333,19196
22,10:34:23,-618,17382,14273,9112,12241,148,CCW,238.761,237.9787648,-0.782235201,97.08,61.0983,19197
23,10:34:23,-629,17452,13861,9039,12633,148,CCW,233.1,232.3946912,-0.705308811,97.08,61.0983,19198
24,10:34:23,-603,17480,13474,9006,13048,148,CCW,227.673,226.9175945,-0.755405503,97.08,61.0983,19199
25,10:34:24,-644,17462,13066,9019,13456,148,CCW,221.877,221.3780363,-0.49896368,97.08,61.0983,19200
26,10:34:24,-638,17417,12655,9079,13862,148,CCW,216.135,215.8043209,-0.330679109,97.24916667,61.26011667,19201
27,10:34:24,-604,17319,12258,9168,14250,148,CCW,210.699,210.3597804,-0.33921956,97.24916667,61.26011667,19202
28,10:34:25,-648,17180,11864,9309,14657,148,CCW,204.867,204.6441734,-0.222826626,97.24916667,61.26011667,19203
29,10:34:25,-617,17005,11488,9488,15034,148,CCW,199.314,199.043448,-0.270552017,97.41833333,61.42193333,19204
30,10:34:25,-633,16795,11119,9704,15397,148,CCW,193.617,193.3407394,-0.276260615,97.41833333,61.42193333,19205
31,10:34:25,-622,16547,10776,9944,15742,148,CCW,188.019,187.6620099,-0.356990144,97.5875,61.58375,19206
32,10:34:26,-610,16265,10459,10214,16059,148,CCW,182.529,182.0025831,-0.526416891,98.43333333,62.39283333,19207
33,10:34:26,-637,15962,10150,10527,16351,148,CCW,176.796,176.2074799,-0.58852011,98.43333333,62.39283333,19208
34,10:34:26,-622,15644,9889,10863,16626,148,CCW,171.198,170.5184793,-0.679520719,98.43333333,62.39283333,19209
35,10:34:27,-612,15272,9650,11209,16863,148,CCW,165.69,164.7247897,-0.965210323,98.43333333,62.39283333,19210
36,10:34:27,-632,14910,9449,11581,17059,148,CCW,160.002,159.1137208,-0.888279183,98.6025,62.55465,19211
37,10:34:27,-627,14523,9275,11968,17213,148,CCW,154.359,153.4607497,-0.898250297,98.6025,62.55465,19212
38,10:34:28,-606,14127,9153,12357,17342,148,CCW,148.905,147.9178078,-0.987192186,98.6025,62.55465,19213
39,10:34:28,-635,13728,9068,12762,17430,148,CCW,143.19,142.382412,-0.807588024,98.77166667,62.71646667,19214
40,10:34:28,-612,13327,9020,13167,17464,148,CCW,137.682,136.9158658,-0.766134214,98.77166667,62.71646667,19215
41,10:34:28,-617,12899,8999,13541,17432,148,CCW,132.129,131.4808077,-0.648192255,98.77166667,62.71646667,19216
42,10:34:29,-632,12509,9055,13972,17426,148,CCW,126.441,125.8906103,-0.550389749,98.94083333,62.87828333,19217
43,10:34:29,-615,12121,9136,14375,17345,148,CCW,120.906,120.3875896,-0.518410412,98.94083333,62.87828333,19218
44,10:34:29,-635,11724,9252,14766,17206,148,CCW,115.191,114.7158159,-0.475184143,98.94083333,62.87828333,19219
45,10:34:30,-615,11347,9415,15131,17052,148,CCW,109.656,109.1663782,-0.489621824,98.94083333,62.87828333,19220
46,10:34:30,-620,10984,9612,15486,16847,148,CCW,104.076,103.4849316,-0.591068384,99.11,63.0401,19221
47,10:34:30,-619,10660,9841,15831,16615,148,CCW,98.505,97.85746797,-0.647532032,99.11,63.0401,19222
48,10:34:30,-603,10347,10102,16142,16355,148,CCW,93.078,92.21684547,-0.861154529,99.11,63.0401,19223
49,10:34:31,-643,10052,10398,16424,16059,148,CCW,87.291,86.47619202,-0.814807979,99.27916667,63.20191667,19224
50,10:34:31,-614,9798,10711,16679,15736,148,CCW,81.765,80.82015007,-0.94484993,99.27916667,63.20191667,19225
51,10:34:31,-607,9575,11055,16914,15390,148,CCW,76.302,75.0794296,-1.2225704,99.27916667,63.20191667,19226
52,10:34:32,-643,9380,11418,17097,15031,148,CCW,70.515,69.44631453,-1.068685466,99.27916667,63.20191667,19227
53,10:34:32,-631,9223,11798,17246,14643,148,CCW,64.836,63.75055504,-1.085444964,99.44833333,63.36373333,19228
54,10:34:32,-618,9124,12187,17373,14261,148,CCW,59.274,58.23654497,-1.037455031,99.44833333,63.36373333,19229
55,10:34:33,-616,9049,12581,17440,13868,148,CCW,53.73,52.77107799,-0.958922007,99.44833333,63.36373333,19230
56,10:34:33,-616,9013,12987,17462,13467,148,CCW,48.186,47.26184045,-0.924159547,99.6175,63.52555,19231
57,10:34:33,-628,9033,13393,17456,13058,148,CCW,42.534,41.72626014,-0.807739864,99.6175,63.52555,19232
58,10:34:33,-630,9085,13793,17398,12643,148,CCW,36.864,36.15689409,-0.707105907,99.6175,63.52555,19233
59,10:34:34,-610,9182,14197,17309,12268,148,CCW,31.374,30.74282384,-0.631176159,99.78666667,63.68736667,19234
60,10:34:34,-643,9314,14590,17164,11863,148,CCW,25.587,25.03826648,-0.548733516,99.78666667,63.68736667,19235
61,10:34:34,-620,9494,14965,16991,11480,148,CCW,20.007,19.39299096,-0.614009041,99.78666667,63.68736667,19236
62,10:34:35,-628,9707,15335,16775,11120,148,CCW,14.355,13.67255436,-0.682445642,99.78666667,63.68736667,19237
63,10:34:35,-622,9946,15682,16534,10789,148,CCW,8.757,8.055425735,-0.701574265,99.95583333,63.84918333,19238
64,10:34:36,-614,10206,15970,16245,10452,148,CCW,3.231,2.426795417,-0.804204583,99.95583333,63.84918333,19239
0,10:34:41,177,10264,16040,16285,10475,149,CW,1.593,2.065389494,0.472389494,99.95583333,63.84918333,19240
1,10:34:41,584,10005,15756,16575,10804,149,CW,6.849,7.619198653,0.770198653,100.125,64.011,19241
2,10:34:41,627,9753,15410,16813,11143,149,CW,12.492,13.30000681,0.808006805,100.125,64.011,19242
3,10:34:41,616,9548,15046,17028,11494,149,CW,18.036,18.89200033,0.856000331,100.125,64.011,19243
4,10:34:42,628,9370,14665,17209,11873,149,CW,23.688,24.5579669,0.869966904,100.125,64.011,19244
5,10:34:42,630,9223,14274,17347,12272,149,CW,29.358,30.21827861,0.860278613,100.125,64.011,19245
6,10:34:42,615,9130,13881,17450,12665,149,CW,34.893,35.68232396,0.789323964,100.2889672,64.17514754,19246
7,10:34:43,634,9068,13456,17501,13065,149,CW,40.599,41.31182625,0.712826248,100.2889672,64.17514754,19247
8,10:34:43,624,9052,13055,17516,13478,149,CW,46.215,46.83265541,0.617655408,100.2889672,64.17514754,19248
9,10:34:43,630,9079,12654,17497,13898,149,CW,51.885,52.41812161,0.533121611,100.4529344,64.33929508,19249
10,10:34:43,617,9148,12251,17421,14277,149,CW,57.438,57.8433234,0.405323397,100.4529344,64.33929508,19250
11,10:34:44,612,9258,11869,17319,14665,149,CW,62.946,63.31254182,0.366541816,100.4529344,64.33929508,19251
12,10:34:44,624,9404,11492,17161,15050,149,CW,68.562,68.95292599,0.390925989,100.6169016,64.50344262,19252
13,10:34:44,624,9595,11128,16979,15411,149,CW,74.178,74.57894822,0.400948217,100.6169016,64.50344262,19253
14,10:34:45,628,9823,10781,16758,15753,149,CW,79.83,80.27028408,0.440284085,100.6169016,64.50344262,19254
15,10:34:45,616,10071,10466,16499,16080,149,CW,85.374,85.94197721,0.567977207,100.6169016,64.50344262,19255
16,10:34:45,629,10357,10166,16202,16376,149,CW,91.035,91.72673732,0.69173732,100.7808689,64.66759016,19256
17,10:34:46,625,10679,9901,15903,16647,149,CW,96.66,97.41490164,0.75490164,100.7808689,64.66759016,19257
18,10:34:46,623,11010,9661,15556,16879,149,CW,102.267,103.1310709,0.864070925,100.7808689,64.66759016,19258
19,10:34:46,604,11354,9474,15210,17083,149,CW,107.703,108.6023317,0.899331651,100.9448361,64.8317377,19259
20,10:34:46,623,11734,9312,14842,17251,149,CW,113.31,114.2212829,0.911282949,100.9448361,64.8317377,19260
21,10:34:47,629,12130,9179,14448,17372,149,CW,118.971,119.9011696,0.930169626,100.9448361,64.8317377,19261
22,10:34:47,619,12524,9103,14056,17469,149,CW,124.542,125.3858768,0.843876779,100.9448361,64.8317377,19262
23,10:34:47,631,12922,9056,13636,17506,149,CW,130.221,130.9654989,0.744498898,101.1088033,64.99588525,19263
24,10:34:48,613,13336,9059,13248,17514,149,CW,135.738,136.3897225,0.651722538,101.1088033,64.99588525,19264
25,10:34:48,627,13750,9105,12837,17478,149,CW,141.381,141.9797222,0.598722219,101.1088033,64.99588525,19265
26,10:34:48,620,14151,9194,12431,17407,149,CW,146.961,147.5150524,0.554052412,101.2727705,65.16003279,19266
27,10:34:48,616,14541,9309,12041,17276,149,CW,152.505,153.0084935,0.503493479,101.2727705,65.16003279,19267
28,10:34:49,618,14927,9471,11658,17115,149,CW,158.067,158.61167,0.544670014,101.2727705,65.16003279,19268
29,10:34:49,618,15297,9681,11289,16930,149,CW,163.629,164.2426709,0.613670876,101.4367377,65.32418033,19269
30,10:34:49,629,15646,9913,10929,16692,149,CW,169.29,169.9626703,0.672670318,101.4367377,65.32418033,19270
31,10:34:50,623,15987,10177,10605,16422,149,CW,174.897,175.7029726,0.805972586,101.4367377,65.32418033,19271
32,10:34:50,631,16284,10471,10280,16117,149,CW,180.576,181.5196084,0.943608434,101.6007049,65.48832787,19272
33,10:34:50,618,16566,10800,10006,15812,149,CW,186.138,187.2003685,1.062368475,102.0926066,65.98077049,19273
34,10:34:51,623,16822,11143,9764,15471,149,CW,191.745,192.8984048,1.153404768,102.2565738,66.14491803,19274
35,10:34:51,618,17031,11492,9550,15105,149,CW,197.307,198.4933156,1.186315566,102.2565738,66.14491803,19275
36,10:34:51,627,17211,11878,9367,14732,149,CW,202.95,204.1585471,1.208547063,102.2565738,66.14491803,19276
37,10:34:51,629,17345,12274,9226,14333,149,CW,208.611,209.8325585,1.221558499,102.420541,66.30906557,19277
38,10:34:52,615,17451,12665,9134,13938,149,CW,214.146,215.3068701,1.160870139,102.420541,66.30906557,19278
39,10:34:52,637,17508,13075,9070,13526,149,CW,219.879,220.9291932,1.050193171,102.420541,66.30906557,19279
40,10:34:52,629,17525,13487,9053,13128,149,CW,225.54,226.4301256,0.890125564,102.420541,66.30906557,19280
41,10:34:53,636,17499,13893,9085,12710,149,CW,231.264,232.0573444,0.793344376,102.5845082,66.47321311,19281
42,10:34:53,619,17427,14284,9156,12312,149,CW,236.835,237.5457397,0.710739736,102.5845082,66.47321311,19282
43,10:34:53,619,17323,14677,9261,11938,149,CW,242.406,243.0097968,0.603796767,102.5845082,66.47321311,19283
44,10:34:53,630,17168,15058,9413,11550,149,CW,248.076,248.7257195,0.64971946,102.7484754,66.63736066,19284
45,10:34:54,630,16986,15413,9604,11178,149,CW,253.746,254.3894061,0.643406068,102.7484754,66.63736066,19285
46,10:34:54,635,16766,15764,9830,10839,149,CW,259.461,260.1016189,0.640618886,102.7484754,66.63736066,19286
47,10:34:54,622,16494,16084,10076,10514,149,CW,265.059,265.8664334,0.807433387,102.7484754,66.63736066,19287
48,10:34:55,632,16128,16301,10321,10157,149,CW,270.747,271.7210948,0.974094816,102.9124426,66.8015082,19288
49,10:34:55,634,15906,16653,10692,9943,149,CW,276.453,277.4396653,0.986665298,102.9124426,66.8015082,19289
50,10:34:55,631,15557,16884,11021,9707,149,CW,282.132,283.1660493,1.034049295,102.9124426,66.8015082,19290
51,10:34:56,614,15208,17080,11372,9507,149,CW,287.658,288.7444422,1.086442176,103.0764098,66.96565574,19291
52,10:34:56,627,14841,17246,11752,9341,149,CW,293.301,294.3911644,1.090164424,103.0764098,66.96565574,19292
53,10:34:56,636,14447,17374,12142,9218,149,CW,299.025,300.0521687,1.027168726,103.0764098,66.96565574,19293
54,10:34:56,625,14042,17451,12527,9132,149,CW,304.65,305.5762318,0.92623178,103.240377,67.12980328,19294
55,10:34:57,639,13640,17495,12949,9086,149,CW,310.401,311.2303716,0.829371622,103.240377,67.12980328,19295
56,10:34:57,623,13234,17483,13345,9081,149,CW,316.008,316.6794631,0.671463125,103.240377,67.12980328,19296
57,10:34:57,633,12821,17446,13749,9129,149,CW,321.705,322.2478795,0.542879509,103.240377,67.12980328,19297
58,10:34:58,629,12418,17360,14153,9207,149,CW,327.366,327.8185243,0.452524269,103.4043443,67.29395082,19298
59,10:34:58,619,12043,17241,14553,9332,149,CW,332.937,333.3054238,0.368423817,103.4043443,67.29395082,19299
60,10:34:58,627,11653,17071,14930,9498,149,CW,338.58,338.9582703,0.378270301,103.4043443,67.29395082,19300
61,10:34:58,623,11274,16868,15287,9690,149,CW,344.187,344.604298,0.417298048,103.5683115,67.45809836,19301
62,10:34:59,635,10928,16634,15649,9921,149,CW,349.902,350.3299027,0.427902723,103.5683115,67.45809836,19302
63,10:34:59,627,10603,16370,15987,10192,149,CW,355.545,356.0887151,0.543715149,103.5683115,67.45809836,19303
64,10:35:00,636,10275,16053,16272,10482,149,CW,361.269,361.9253623,0.656362285,103.5683115,67.45809836,19304
0,10:35:03,174,10235,15974,16229,10455,149,CCW,362.835,362.170689,-0.664310961,103.7322787,67.6222459,19305
1,10:35:04,-602,10535,16291,15947,10183,149,CCW,357.417,356.5442962,-0.872703758,103.7322787,67.6222459,19306
2,10:35:04,-624,10865,16554,15623,9914,149,CCW,351.801,350.8206059,-0.980394093,103.7322787,67.6222459,19307
3,10:35:04,-624,11222,16794,15276,9677,149,CCW,346.185,345.0493693,-1.135630656,103.8962459,67.78639344,19308
4,10:35:04,-632,11579,16991,14907,9482,149,CCW,340.497,339.4490302,-1.047969823,103.8962459,67.78639344,19309
5,10:35:05,-636,11965,17174,14523,9320,149,CCW,334.773,333.7289752,-1.044024842,103.8962459,67.78639344,19310
6,10:35:05,-626,12343,17268,14113,9173,149,CCW,329.139,328.1337439,-1.005256121,104.0602131,67.95054098,19311
7,10:35:05,-627,12757,17373,13732,9103,149,CCW,323.496,322.6016038,-0.894396178,104.0602131,67.95054098,19312
8,10:35:06,-620,13150,17420,13327,9062,149,CCW,317.916,317.1340391,-0.781960934,104.0602131,67.95054098,19313
9,10:35:06,-625,13556,17427,12930,9057,149,CCW,312.291,311.6519328,-0.639067177,104.0602131,67.95054098,19314
10,10:35:06,-641,13975,17394,12533,9100,149,CCW,306.522,306.0387,-0.483299972,104.2241803,68.11468852,19315
11,10:35:07,-619,14357,17312,12131,9182,149,CCW,300.951,300.5280157,-0.42298433,104.2241803,68.11468852,19316
12,10:35:07,-646,14750,17193,11735,9309,149,CCW,295.137,294.8159213,-0.321078691,104.2241803,68.11468852,19317
13,10:35:07,-619,15128,17035,11378,9467,149,CCW,289.566,289.2625849,-0.303415074,104.3881475,68.27883607,19318
14,10:35:07,-624,15485,16834,11016,9668,149,CCW,283.95,283.5207948,-0.429205178,104.3881475,68.27883607,19319
15,10:35:08,-632,15815,16609,10680,9904,149,CCW,278.262,277.8553418,-0.406658235,104.3881475,68.27883607,19320
16,10:35:08,-620,16066,16287,10329,10126,149,CCW,272.682,272.1614301,-0.520569868,104.3881475,68.27883607,19321
17,10:35:08,-634,16421,16049,10083,10454,149,CCW,266.976,266.3665548,-0.609445243,104.5521148,68.44298361,19322
18,10:35:09,-619,16673,15736,9823,10774,149,CCW,261.405,260.6615297,-0.743470345,104.5521148,68.44298361,19323
19,10:35:09,-627,16899,15395,9595,11126,149,CCW,255.762,254.8666136,-0.895386353,104.5521148,68.44298361,19324
20,10:35:09,-650,17089,15022,9404,11481,149,CCW,249.912,249.1359136,-0.77608644,104.716082,68.60713115,19325
21,10:35:09,-632,17239,14640,9249,11862,149,CCW,244.224,243.4264395,-0.797560498,104.716082,68.60713115,19326
22,10:35:10,-626,17357,14265,9139,12262,149,CCW,238.59,237.8385958,-0.751404223,104.716082,68.60713115,19327
23,10:35:10,-612,17423,13870,9070,12650,149,CCW,233.082,232.3676034,-0.714396606,104.8800492,68.77127869,19328
24,10:35:10,-629,17457,13462,9042,13049,149,CCW,227.421,226.8158958,-0.605104234,104.8800492,68.77127869,19329
25,10:35:11,-625,17438,13058,9048,13455,149,CCW,221.796,221.2795472,-0.516452764,104.8800492,68.77127869,19330
26,10:35:11,-643,17383,12660,9106,13872,149,CCW,216.009,215.6760057,-0.332994318,104.8800492,68.77127869,19331
27,10:35:11,-599,17293,12270,9205,14254,149,CCW,210.618,210.2747313,-0.343268685,105.0440164,68.93542623,19332
28,10:35:12,-652,17156,11870,9345,14649,149,CCW,204.75,204.5602153,-0.189784728,105.0440164,68.93542623,19333
29,10:35:12,-623,16972,11495,9512,15024,149,CCW,199.143,198.9444206,-0.198579397,105.0440164,68.93542623,19334
30,10:35:12,-616,16762,11134,9728,15388,149,CCW,193.599,193.2410945,-0.357905501,105.2079836,69.09957377,19335
31,10:35:12,-626,16525,10789,9972,15717,149,CCW,187.965,187.6240348,-0.340965172,105.2079836,69.09957377,19336
32,10:35:13,-615,16252,10480,10243,16041,149,CCW,182.43,181.9624761,-0.46752392,105.3719508,69.26372131,19337
33,10:35:13,-636,15941,10183,10545,16339,149,CCW,176.706,176.168479,-0.537520995,106.1917869,70.08445902,19338
34,10:35:13,-616,15619,9914,10877,16595,149,CCW,171.162,170.4810032,-0.680996765,106.1917869,70.08445902,19339
35,10:35:14,-615,15265,9671,11229,16828,149,CCW,165.627,164.7100088,-0.916991195,106.1917869,70.08445902,19340
36,10:35:14,-631,14895,9473,11584,17027,149,CCW,159.948,159.1125896,-0.835410396,106.1917869,70.08445902,19341
37,10:35:14,-627,14511,9312,11975,17194,149,CCW,154.305,153.4133347,-0.891665332,106.3557541,70.24860656,19342
38,10:35:14,-610,14126,9181,12373,17313,149,CCW,148.815,147.8461635,-0.968836506,106.3557541,70.24860656,19343
39,10:35:15,-634,13728,9096,12768,17398,149,CCW,143.109,142.3486939,-0.760306094,106.3557541,70.24860656,19344
40,10:35:15,-600,13324,9052,13158,17438,149,CCW,137.709,136.9249246,-0.784075372,106.5197213,70.4127541,19345
41,10:35:15,-627,12909,9033,13547,17412,149,CCW,132.066,131.4416674,-0.624332623,106.5197213,70.4127541,19346
42,10:35:16,-632,12525,9084,13978,17398,149,CCW,126.378,125.8533435,-0.524656494,106.5197213,70.4127541,19347
43,10:35:16,-602,12123,9166,14361,17313,149,CCW,120.96,120.3441088,-0.615891203,106.5197213,70.4127541,19348
44,10:35:16,-649,11731,9290,14755,17188,149,CCW,115.119,114.6579918,-0.46100819,106.6836885,70.57690164,19349
45,10:35:17,-613,11376,9446,15131,17030,149,CCW,109.602,109.148403,-0.45359703,106.6836885,70.57690164,19350
46,10:35:17,-617,11010,9637,15476,16825,149,CCW,104.049,103.4905589,-0.558441072,106.6836885,70.57690164,19351
47,10:35:17,-624,10671,9868,15804,16595,149,CCW,98.433,97.83548107,-0.597518933,106.8476557,70.74104918,19352
48,10:35:17,-618,10366,10126,16120,16328,149,CCW,92.871,92.15129934,-0.719700658,106.8476557,70.74104918,19353
49,10:35:18,-628,10083,10419,16411,16034,149,CCW,87.219,86.40685054,-0.812149463,106.8476557,70.74104918,19354
50,10:35:18,-611,9820,10727,16649,15720,149,CCW,81.72,80.82065234,-0.899347659,107.011623,70.90519672,19355
51,10:35:18,-612,9595,11071,16876,15375,149,CCW,76.212,75.06553803,-1.146461967,107.011623,70.90519672,19356
52,10:35:19,-643,9412,11433,17078,15015,149,CCW,70.425,69.36764887,-1.057351126,107.011623,70.90519672,19357
53,10:35:19,-631,9262,11818,17232,14639,149,CCW,64.746,63.68211975,-1.063880254,107.011623,70.90519672,19358
54,10:35:19,-605,9145,12200,17334,14258,149,CCW,59.301,58.19517925,-1.10582075,107.1755902,71.06934426,19359
55,10:35:19,-627,9082,12595,17413,13863,149,CCW,53.658,52.66839194,-0.98960806,107.1755902,71.06934426,19360
56,10:35:20,-616,9053,12985,17442,13462,149,CCW,48.114,47.22749177,-0.886508227,107.1755902,71.06934426,19361
57,10:35:20,-624,9062,13393,17426,13065,149,CCW,42.498,41.71980279,-0.778197206,107.3395574,71.2334918,19362
58,10:35:20,-637,9111,13801,17367,12654,149,CCW,36.765,36.08455173,-0.680448275,107.3395574,71.2334918,19363
59,10:35:21,-619,9216,14196,17284,12265,149,CCW,31.194,30.59635861,-0.597641388,107.3395574,71.2334918,19364
60,10:35:21,-638,9350,14583,17135,11868,149,CCW,25.452,24.92865859,-0.523341413,107.3395574,71.2334918,19365
61,10:35:21,-620,9520,14961,16958,11499,149,CCW,19.872,19.32313269,-0.548867311,107.5035246,71.39763934,19366
62,10:35:22,-628,9735,15321,16751,11133,149,CCW,14.22,13.60569934,-0.61430066,107.5035246,71.39763934,19367
63,10:35:22,-618,9983,15665,16531,10807,149,CCW,8.658,8.040245473,-0.617754527,107.5035246,71.39763934,19368
64,10:35:23,-623,10232,15965,16222,10477,149,CCW,3.051,2.307840874,-0.743159126,107.6674918,71.56178689,19369
0,10:35:26,185,10280,16023,16263,10507,150,CW,1.665,2.148155967,0.483155967,107.6674918,71.56178689,19370
1,10:35:27,582,10025,15727,16551,10818,150,CW,6.903,7.688359634,0.785359634,107.6674918,71.56178689,19371
2,10:35:27,621,9784,15388,16795,11156,150,CW,12.492,13.34961127,0.857611271,107.831459,71.72593443,19372
3,10:35:27,623,9567,15034,17001,11518,150,CW,18.099,18.99961143,0.900611431,107.831459,71.72593443,19373
4,10:35:28,623,9395,14655,17180,11887,150,CW,23.706,24.61152523,0.90552523,107.831459,71.72593443,19374
5,10:35:28,633,9254,14255,17322,12276,150,CW,29.403,30.30415618,0.901156177,107.831459,71.72593443,19375
6,10:35:28,616,9155,13867,17412,12670,150,CW,34.947,35.77520437,0.828204366,107.9954262,71.89008197,19376
7,10:35:29,635,9094,13459,17469,13083,150,CW,40.662,41.42406777,0.762067771,107.9954262,71.89008197,19377
8,10:35:29,622,9089,13057,17494,13482,150,CW,46.26,46.89585362,0.635853618,107.9954262,71.89008197,19378
9,10:35:29,631,9114,12646,17460,13883,150,CW,51.939,52.47282988,0.533829884,108.1593934,72.05422951,19379
10,10:35:29,612,9173,12262,17383,14273,150,CW,57.447,57.87639098,0.429390976,108.1593934,72.05422951,19380
11,10:35:30,614,9291,11887,17293,14663,150,CW,62.973,63.3455442,0.372544199,108.1593934,72.05422951,19381
12,10:35:30,626,9440,11500,17140,15031,150,CW,68.607,68.97682359,0.369823591,108.1593934,72.05422951,19382
13,10:35:30,624,9623,11144,16948,15399,150,CW,74.223,74.6446026,0.421602597,108.3233607,72.21837705,19383
14,10:35:31,629,9842,10801,16722,15746,150,CW,79.884,80.36750946,0.48350946,108.3233607,72.21837705,19384
15,10:35:31,615,10101,10483,16476,16056,150,CW,85.419,85.99477227,0.575772272,108.3233607,72.21837705,19385
16,10:35:31,630,10391,10189,16192,16362,150,CW,91.089,91.79639198,0.707391982,108.4873279,72.38252459,19386
17,10:35:31,625,10696,9926,15871,16630,150,CW,96.714,97.52657423,0.812574234,108.4873279,72.38252459,19387
18,10:35:32,618,11032,9693,15545,16859,150,CW,102.276,103.1511879,0.875187944,108.4873279,72.38252459,19388
19,10:35:32,613,11388,9500,15204,17060,150,CW,107.793,108.7126799,0.919679881,108.6512951,72.54667213,19389
20,10:35:32,618,11746,9337,14822,17221,150,CW,113.355,114.3031348,0.948134843,108.6512951,72.54667213,19390
21,10:35:33,630,12141,9217,14438,17360,150,CW,119.025,119.9592536,0.934253575,108.6512951,72.54667213,19391
22,10:35:33,617,12534,9130,14049,17432,150,CW,124.578,125.4326179,0.854617857,108.6512951,72.54667213,19392
23,10:35:33,633,12930,9077,13621,17460,150,CW,130.275,131.0934148,0.818414832,108.8152623,72.71081967,19393
24,10:35:34,614,13341,9100,13240,17495,150,CW,135.801,136.4915455,0.690545523,108.8152623,72.71081967,19394
25,10:35:34,626,13741,9134,12830,17438,150,CW,141.435,142.0256845,0.590684527,108.8152623,72.71081967,19395
26,10:35:34,614,14154,9220,12445,17369,150,CW,146.961,147.5396497,0.578649682,108.9792295,72.87496721,19396
27,10:35:34,622,14533,9341,12039,17242,150,CW,152.559,153.1126302,0.553630179,108.9792295,72.87496721,19397
28,10:35:35,617,14913,9508,11662,17091,150,CW,158.112,158.6718801,0.559880061,108.9792295,72.87496721,19398
29,10:35:35,617,15288,9706,11306,16897,150,CW,163.665,164.2896665,0.624666547,108.9792295,72.87496721,19399
30,10:35:35,630,15636,9939,10946,16660,150,CW,169.335,170.0495558,0.714555826,109.1431967,73.03911475,19400
31,10:35:36,624,15960,10205,10610,16397,150,CW,174.951,175.7876086,0.836608643,109.1431967,73.03911475,19401
32,10:35:36,631,16272,10501,10305,16096,150,CW,180.63,181.6161487,0.986148691,109.3071639,73.2032623,19402
33,10:35:36,620,16553,10820,10036,15783,150,CW,186.21,187.3059765,1.095976544,109.7990656,73.69570492,19403
34,10:35:36,616,16792,11161,9786,15452,150,CW,191.754,192.948623,1.194623021,109.9630328,73.85985246,19404
35,10:35:37,622,17007,11521,9576,15097,150,CW,197.352,198.594565,1.242565003,109.9630328,73.85985246,19405
36,10:35:37,627,17184,11888,9400,14711,150,CW,202.995,204.2416734,1.246673447,109.9630328,73.85985246,19406
37,10:35:37,629,17328,12283,9258,14323,150,CW,208.656,209.902136,1.246135957,109.9630328,73.85985246,19407
38,10:35:38,619,17413,12677,9155,13932,150,CW,214.227,215.3948899,1.167889899,110.127,74.024,19408
39,10:35:38,635,17480,13088,9104,13521,150,CW,219.942,221.0579834,1.115983413,110.127,74.024,19409
40,10:35:38,628,17501,13486,9093,13120,150,CW,225.594,226.5258273,0.931827326,110.127,74.024,19410
41,10:35:39,636,17468,13892,9113,12717,150,CW,231.318,232.0887933,0.770793269,110.127,74.024,19411
42,10:35:39,615,17396,14285,9184,12328,150,CW,236.853,237.5686797,0.715679672,110.2943,74.19006667,19412
43,10:35:39,621,17293,14664,9296,11938,150,CW,242.442,243.0980289,0.656028891,110.2943,74.19006667,19413
44,10:35:39,631,17147,15046,9446,11562,150,CW,248.121,248.755867,0.634866992,110.2943,74.19006667,19414
45,10:35:40,631,16945,15403,9625,11197,150,CW,253.8,254.4552462,0.655246202,110.4616,74.35613333,19415
