cycle,encoder_error_cw,encoder_error_ccw
1052,16776403.0,16776385.0
1053,16776403.0,16776384.0
1054,16776403.0,16776385.0
1055,16776402.0,16776390.0
1056,16776405.0,16776390.0
1057,16776402.0,16776385.0
1058,16776405.0,16776388.0
1059,16776404.0,16776388.0
1060,16776400.0,16776385.0
1061,16776399.0,16776379.0
1062,16776401.0,16776378.0
1063,16776393.0,16776380.0
1064,16776399.0,16776380.0
1065,16776395.0,16776380.0
1066,16776401.0,16776388.0
1067,16776404.0,16776388.0
1068,16776403.0,16776388.0
1069,16776403.0,16776388.0
1070,16776404.0,16776387.0
1071,16776402.0,16776386.0
1072,16776404.0,16776387.0
1073,16776403.0,16776389.0
1074,16776405.0,16776393.0
1075,16776406.0,16776392.0
1076,16776407.0,16776392.0
1077,16776404.0,16776387.0
1078,16776402.0,16776387.0
1079,16776403.0,16776387.0
1080,16776405.0,16776392.0
1081,16776407.0,16776392.0
1082,16776405.0,16776392.0
1083,16776406.0,16776399.0
1084,16776407.0,16776398.0
1085,16776406.0,16776393.0
1086,16776406.0,16776393.0
1087,16776405.0,16776393.0
1088,16776406.0,16776393.0
1089,16776406.0,16776399.0
1090,16776407.0,16776393.0
1091,16776406.0,16776398.0
1092,16776406.0,16776392.0
1093,16776404.0,16776398.0
1094,16776407.0,16776397.0
1095,16776405.0,16776397.0
1096,16776404.0,16776399.0
1097,16776408.0,16776397.0
1098,16776405.0,16776396.0
1099,16776404.0,16776398.0
1100,16776405.0,16776397.0
1101,16776404.0,16776398.0
1102,16776405.0,16776396.0
1103,16776405.0,16776396.0
1104,16776405.0,16776396.0
1105,16776405.0,16776396.0
1106,16776407.0,16776397.0
1107,16776408.0,16776402.0
1108,16776408.0,16776397.0
1109,16776409.0,16776398.0
1110,16776408.0,16776398.0
1111,16776410.0,16776399.0
1112,16776408.0,16776397.0
1113,16776408.0,16776394.0
1114,16776406.0,16776394.0
1115,16776405.0,16776399.0
1116,16776407.0,16776398.0
1117,16776406.0,16776398.0
1118,16776406.0,16776400.0
1119,16776405.0,16776394.0
1120,16776405.0,16776393.0
1121,16776403.0,16776388.0
1122,16776404.0,16776389.0
1123,16776403.0,16776390.0
1124,16776402.0,16776383.0
1125,16776400.0,16776384.0
1126,16776398.0,16776381.0
1127,16776395.0,16776373.0
1128,16776387.0,16776367.0
1129,16776388.0,16776373.0
1130,16776391.0,16776373.0
1131,16776392.0,16776378.0
1132,16776395.0,16776378.0
1133,16776400.0,16776382.0
1134,16776400.0,16776385.0
1135,16776395.0,16776377.0
1136,16776397.0,16776384.0
1137,16776398.0,16776383.0
1138,16776397.0,16776375.0
1139,16776393.0,16776376.0
1140,16776392.0,16776373.0
1141,16776387.0,16776372.0
1142,16776391.0,16776365.0
1143,16776374.0,16776361.0
1144,16776365.0,16776355.0
1145,16776359.0,16776348.0
1146,16776346.0,16776339.0
1147,16776339.0,16776333.0
1148,16776336.0,16776326.0
1149,16776325.0,16776318.0
1150,16776318.0,16776319.0
1151,16776321.0,16776319.0
1152,16776322.0,16776320.0
1153,16776324.0,16776320.0
1154,16776321.0,16776315.0
1155,16776315.0,16776315.0
1156,16776314.0,16776312.0
1157,16776312.0,16776315.0
1158,16776312.0,16776308.0
1159,16776296.0,16776293.0
1160,16776300.0,16776301.0
1161,16776300.0,16776299.0
1162,16776300.0,16776296.0
1163,16776294.0,16776298.0
1164,16776297.0,16776298.0
1165,16776296.0,16776297.0
1166,16776296.0,16776302.0
1167,16776304.0,16776306.0
1168,16776307.0,16776306.0
1169,16776306.0,16776309.0
1170,16776314.0,16776320.0
1171,16776326.0,16776321.0
1172,16776326.0,16776318.0
1173,16776325.0,16776328.0
1174,16776339.0,16776332.0
1175,16776332.0,16776325.0
1176,16776332.0,16776331.0
1177,16776333.0,16776325.0
1178,16776333.0,16776330.0
1179,16776332.0,16776326.0
1180,16776331.0,16776324.0
1181,16776335.0,16776333.0
1182,16776341.0,16776335.0
1183,16776341.0,16776336.0
1184,16776340.0,16776330.0
1185,16776335.0,16776335.0
1186,16776346.0,16776335.0
1187,16776347.0,16776337.0
1188,16776347.0,16776337.0
1189,16776347.0,16776337.0
1190,16776348.0,16776338.0
1191,16776341.0,16776335.0
1192,16776341.0,16776334.0
1193,16776343.0,16776335.0
1194,16776342.0,16776335.0
1195,16776343.0,16776336.0
1196,16776344.0,16776336.0
1197,16776342.0,16776336.0
1198,16776344.0,16776333.0
1199,16776338.0,16776335.0
1200,16776336.0,16776334.0
1201,16776337.0,16776328.0
1202,16776329.0,16776324.0
1203,16776327.0,16776326.0
1204,16776329.0,16776326.0
1205,16776327.0,16776327.0
1206,16776329.0,16776329.0
1207,16776331.0,16776330.0
1208,16776335.0,16776330.0
1209,16776335.0,16776328.0
1210,16776331.0,16776326.0
1211,16776329.0,16776328.0
1212,16776334.0,16776326.0
1213,16776332.0,16776331.0
1214,16776336.0,16776330.0
1215,16776336.0,16776332.0
1216,16776336.0,16776330.0
1217,16776336.0,16776330.0
1218,16776336.0,16776331.0
1219,16776342.0,16776331.0
1220,16776337.0,16776333.0
1221,16776343.0,16776333.0
1222,16776344.0,16776333.0
1223,16776335.0,16776328.0
1224,16776333.0,16776331.0
1225,16776341.0,16776331.0
1226,16776337.0,16776330.0
1227,16776334.0,16776325.0
1228,16776328.0,16776323.0
1229,16776326.0,16776325.0
1230,16776333.0,16776327.0
1231,16776326.0,16776321.0
1232,16776320.0,16776312.0
1233,16776314.0,16776311.0
1234,16776311.0,16776316.0
1235,16776322.0,16776316.0
1236,16776322.0,16776319.0
1237,16776321.0,16776318.0
1238,16776323.0,16776320.0
1239,16776326.0,16776318.0
1240,16776314.0,16776312.0
1241,16776318.0,16776313.0
1242,16776317.0,16776313.0
1243,16776315.0,16776311.0
1244,16776319.0,16776312.0
1245,16776315.0,16776305.0
1246,16776314.0,16776305.0
1247,16776306.0,16776305.0
1248,16776308.0,16776306.0
1249,16776308.0,16776301.0
1250,16776300.0,16776301.0
1251,16776304.0,16776306.0
1252,16776312.0,16776307.0
1253,16776307.0,16776307.0
1254,16776300.0,16776302.0
1255,16776308.0,16776307.0
1256,16776309.0,16776310.0
1257,16776316.0,16776310.0
1258,16776309.0,16776305.0
1259,16776303.0,16776305.0
1260,16776302.0,16776304.0
1261,16776301.0,16776306.0
1262,16776310.0,16776307.0
1263,16776311.0,16776311.0
1264,16776309.0,16776305.0
1265,16776309.0,16776305.0
1266,16776310.0,16776306.0
1267,16776308.0,16776306.0
1268,16776305.0,16776306.0
1269,16776310.0,16776311.0
1270,16776318.0,16776311.0
1271,16776318.0,16776311.0
1272,16776318.0,16776311.0
1273,16776318.0,16776312.0
1274,16776318.0,16776320.0
1275,16776327.0,16776320.0
1276,16776324.0,16776319.0
1277,16776318.0,16776318.0
1278,16776324.0,16776320.0
1279,16776324.0,16776322.0
1280,16776323.0,16776319.0
1281,16776323.0,16776313.0
1282,16776318.0,16776312.0
1283,16776318.0,16776313.0
1284,16776318.0,16776313.0
1285,16776318.0,16776313.0
1286,16776318.0,16776313.0
1287,16776318.0,16776314.0
1288,16776318.0,16776315.0
1289,16776318.0,16776314.0
1290,16776320.0,16776314.0
1291,16776318.0,16776315.0
1292,16776318.0,16776314.0
1293,16776318.0,16776315.0
1294,16776319.0,16776315.0
1295,16776318.0,16776315.0
1296,16776321.0,16776316.0
1297,16776318.0,16776315.0
1298,16776321.0,16776315.0
1299,16776320.0,16776315.0
1300,16776318.0,16776315.0
1301,16776319.0,16776315.0
1302,16776319.0,16776315.0
1303,16776319.0,16776315.0
1304,16776322.0,16776314.0
1305,16776318.0,16776315.0
1306,16776319.0,16776315.0
1307,16776324.0,16776315.0
1308,16776324.0,16776324.0
1309,16776331.0,16776328.0
1310,16776334.0,16776331.0
1311,16776337.0,16776329.0
1312,16776331.0,16776322.0
1313,16776324.0,16776314.0
1314,16776321.0,16776316.0
1315,16776322.0,16776314.0
1316,16776315.0,16776310.0
1317,16776315.0,16776309.0
1318,16776308.0,16776309.0
1319,16776314.0,16776308.0
1320,16776314.0,16776313.0
1321,16776314.0,16776313.0
1322,16776318.0,16776308.0
1323,16776307.0,16776301.0
1324,16776308.0,16776307.0
1325,16776313.0,16776307.0
1326,16776311.0,16776313.0
1327,16776319.0,16776312.0
1328,16776321.0,16776312.0
1329,16776314.0,16776307.0
1330,16776313.0,16776312.0
1331,16776316.0,16776312.0
1332,16776320.0,16776313.0
1333,16776320.0,16776319.0
1334,16776320.0,16776318.0
1335,16776321.0,16776316.0
1336,16776316.0,16776317.0
1337,16776322.0,16776317.0
1338,16776322.0,16776316.0
1339,16776320.0,16776319.0
1340,16776328.0,16776318.0
1341,16776324.0,16776318.0
1342,16776323.0,16776320.0
1343,16776323.0,16776313.0
1344,16776315.0,16776312.0
1345,16776314.0,16776307.0
1346,16776315.0,16776314.0
1347,16776322.0,16776315.0
1348,16776323.0,16776314.0
1349,16776318.0,16776315.0
1350,16776322.0,16776323.0
1351,16776328.0,16776323.0
1352,16776329.0,16776324.0
1353,16776330.0,16776324.0
1354,16776325.0,16776315.0
1355,16776318.0,16776310.0
1356,16776306.0,16776302.0
1357,16776305.0,16776303.0
1358,16776305.0,16776303.0
1359,16776301.0,16776291.0
1360,16776292.0,16776291.0
1361,16776292.0,16776286.0
1362,16776283.0,16776285.0
1363,16776281.0,16776279.0
1364,16776280.0,16776279.0
1365,16776281.0,16776272.0
1366,16776272.0,16776265.0
1367,16776266.0,16776259.0
1368,16776256.0,16776251.0
1369,16776242.0,16776245.0
1370,16776243.0,16776244.0
1371,16776244.0,16776244.0
1372,16776238.0,16776234.0
1373,16776236.0,16776225.0
1374,16776222.0,16776213.0
1375,16776212.0,16776212.0
1376,16776214.0,16776213.0
1377,16776214.0,16776211.0
1378,16776212.0,16776211.0
1379,16776212.0,16776212.0
1380,16776205.0,16776205.0
1381,16776206.0,16776196.0
1382,16776199.0,16776193.0
1383,16776198.0,16776192.0
1384,16776198.0,16776184.0
1385,16776196.0,16776183.0
1386,16776197.0,16776184.0
1387,16776195.0,16776185.0
1388,16776197.0,16776184.0
1389,16776197.0,16776190.0
1390,16776199.0,16776189.0
1391,16776199.0,16776188.0
1392,16776197.0,16776189.0
1393,16776197.0,16776184.0
1394,16776194.0,16776175.0
1395,16776188.0,16776170.0
1396,16776188.0,16776170.0
1397,16776191.0,16776173.0
1398,16776186.0,16776172.0
1399,16776188.0,16776166.0
1400,16776181.0,16776168.0
1401,16776188.0,16776168.0
1402,16776187.0,16776169.0
1403,16776184.0,16776161.0
1404,16776177.0,16776161.0
1405,16776180.0,16776162.0
1406,16776177.0,16776161.0
1407,16776180.0,16776169.0
1408,16776188.0,16776174.0
1409,16776188.0,16776173.0
1410,16776187.0,16776168.0
1411,16776184.0,16776167.0
1412,16776183.0,16776159.0
1413,16776178.0,16776160.0
1414,16776176.0,16776157.0
1415,16776175.0,16776151.0
1416,16776165.0,16776144.0
1417,16776154.0,16776148.0
1418,16776142.0,16776133.0
1419,16776149.0,16776136.0
1420,16776156.0,16776149.0
1421,16776150.0,16776144.0
1422,16776147.0,16776130.0
1423,16776132.0,16776130.0
1424,16776128.0,16776122.0
1425,16776134.0,16776117.0
1426,16776130.0,16776127.0
1427,16776116.0,16776114.0
1428,16776124.0,16776117.0
1429,16776117.0,16776113.0
1430,16776105.0,16776096.0
1431,16776114.0,16776102.0
1432,16776109.0,16776102.0
1433,16776109.0,16776090.0
1434,16776095.0,16776097.0
1435,16776093.0,16776085.0
1436,16776108.0,16776096.0
1437,16776100.0,16776097.0
1438,16776100.0,16776083.0
1439,16776085.0,16776086.0
1440,16776048.0,16776038.0
1441,16776042.0,16776039.0
1442,16776037.0,16776036.0
1443,16776046.0,16776028.0
1444,16776017.0,16776011.0
1445,16776007.0,16775987.0
1446,16775981.0,16775978.0
1447,16775953.0,16775950.0
1448,16775938.0,16775937.0
1449,16775936.0,16775931.0
1450,16775943.0,16775932.0
1451,16775929.0,16775922.0
1452,16775912.0,16775893.0
1453,16775894.0,16775886.0
1454,16775870.0,16775859.0
1455,16775867.0,16775856.0
1456,16775849.0,16775851.0
1457,16775837.0,16775836.0
1458,16775850.0,16775835.0
1459,16775827.0,16775820.0
1460,16775815.0,16775808.0
1461,16775828.0,16775815.0
1462,16775831.0,16775828.0
1463,16775827.0,16775821.0
1464,16775817.0,16775813.0
1465,16775818.0,16775800.0
1466,16775805.0,16775802.0
1467,16775801.0,16775792.0
1468,16775784.0,16775775.0
1469,16775789.0,16775771.0
1470,16775781.0,16775769.0
1471,16775777.0,16775771.0
1472,16775774.0,16775766.0
1473,16775768.0,16775762.0
1474,16775767.0,16775758.0
1475,16775762.0,16775763.0
1476,16775764.0,16775766.0
1477,16775765.0,16775764.0
1478,16775760.0,16775760.0
1479,16775742.0,16775739.0
1480,16775726.0,16775724.0
1481,16775726.0,16775725.0
1482,16775695.0,16775686.0
1483,16775702.0,16775686.0
1484,16775699.0,16775680.0
1485,16775702.0,16775687.0
1486,16775693.0,16775687.0
1487,16775696.0,16775692.0
1488,16775689.0,16775687.0
1489,16775693.0,16775682.0
1490,16775681.0,16775671.0
1491,16775675.0,16775670.0
1492,16775667.0,16775670.0
1493,16775665.0,16775657.0
1494,16775652.0,16775646.0
1495,16775633.0,16775628.0
1496,16775622.0,16775617.0
1497,16775622.0,16775618.0
1498,16775616.0,16775610.0
1499,16775614.0,16775609.0
1500,16775611.0,16775602.0
1501,16775614.0,16775608.0
1502,16775613.0,16775606.0
1503,16775612.0,16775606.0
1504,16775604.0,16775600.0
1505,16775606.0,16775599.0
1506,16775601.0,16775598.0
1507,16775603.0,16775593.0
1508,16775602.0,16775592.0
1509,16775600.0,16775586.0
1510,16775604.0,16775588.0
1511,16775594.0,16775574.0
1512,16775587.0,16775567.0
1513,16775568.0,16775559.0
1514,16775562.0,16775555.0
1515,16775550.0,16775548.0
1516,16775551.0,16775540.0
1517,16775543.0,16775534.0
1518,16775542.0,16775532.0
1519,16775534.0,16775532.0
1520,16775530.0,16775527.0
1521,16775532.0,16775528.0
1522,16775535.0,16775528.0
1523,16775533.0,16775528.0
1524,16775532.0,16775528.0
1525,16775533.0,16775528.0
1526,16775528.0,16775520.0
1527,16775517.0,16775515.0
1528,16775512.0,16775503.0
1529,16775496.0,16775494.0
1530,16775490.0,16775488.0
1531,16775489.0,16775481.0
1532,16775481.0,16775474.0
1533,16775475.0,16775468.0
1534,16775471.0,16775460.0
1535,16775461.0,16775456.0
1536,16775451.0,16775443.0
1537,16775445.0,16775436.0
1538,16775439.0,16775436.0
1539,16775440.0,16775437.0
1540,16775440.0,16775430.0
1541,16775435.0,16775430.0
1542,16775437.0,16775429.0
1543,16775435.0,16775422.0
1544,16775422.0,16775416.0
1545,16775422.0,16775416.0
1546,16775422.0,16775410.0
1547,16775414.0,16775404.0
1548,16775412.0,16775404.0
1549,16775413.0,16775404.0
1550,16775415.0,16775404.0
1551,16775414.0,16775408.0
1552,16775415.0,16775404.0
1553,16775413.0,16775404.0
1554,16775414.0,16775404.0
1555,16775416.0,16775405.0
1556,16775422.0,16775404.0
1557,16775419.0,16775399.0
1558,16775415.0,16775399.0
1559,16775413.0,16775404.0
1560,16775416.0,16775405.0
1561,16775421.0,16775405.0
1562,16775418.0,16775405.0
1563,16775417.0,16775405.0
1564,16775414.0,16775405.0
1565,16775417.0,16775406.0
1566,16775417.0,16775405.0
1567,16775416.0,16775406.0
1568,16775418.0,16775405.0
1569,16775415.0,16775406.0
1570,16775415.0,16775400.0
1571,16775413.0,16775396.0
1572,16775412.0,16775395.0
1573,16775410.0,16775394.0
1574,16775413.0,16775395.0
1575,16775411.0,16775394.0
1576,16775413.0,16775395.0
1577,16775409.0,16775396.0
1578,16775412.0,16775401.0
1579,16775414.0,16775406.0
1580,16775413.0,16775406.0
1581,16775415.0,16775406.0
1582,16775416.0,16775406.0
1583,16775416.0,16775406.0
1584,16775416.0,16775406.0
1585,16775416.0,16775405.0
1586,16775415.0,16775406.0
1587,16775416.0,16775405.0
1588,16775416.0,16775400.0
1589,16775414.0,16775406.0
1590,16775415.0,16775406.0
1591,16775416.0,16775405.0
1592,16775415.0,16775405.0
1593,16775417.0,16775411.0
1594,16775419.0,16775411.0
1595,16775420.0,16775407.0
1596,16775416.0,16775401.0
1597,16775416.0,16775401.0
1598,16775414.0,16775395.0
1599,16775408.0,16775387.0
1600,16775401.0,16775382.0
1601,16775400.0,16775382.0
1602,16775394.0,16775375.0
1603,16775387.0,16775369.0
1604,16775377.0,16775366.0
1605,16775365.0,16775354.0
1606,16775350.0,16775341.0
1607,16775350.0,16775348.0
1608,16775348.0,16775343.0
1609,16775350.0,16775348.0
1610,16775344.0,16775336.0
1611,16775334.0,16775336.0
1612,16775336.0,16775337.0
1613,16775337.0,16775339.0
1614,16775334.0,16775331.0
1615,16775336.0,16775331.0
1616,16775340.0,16775337.0
1617,16775339.0,16775331.0
1618,16775328.0,16775331.0
1619,16775335.0,16775338.0
1620,16775336.0,16775337.0
1621,16775343.0,16775339.0
1622,16775342.0,16775339.0
1623,16775345.0,16775339.0
1624,16775344.0,16775340.0
1625,16775342.0,16775339.0
1626,16775340.0,16775339.0
1627,16775345.0,16775340.0
1628,16775342.0,16775339.0
1629,16775341.0,16775340.0
1630,16775341.0,16775339.0
1631,16775350.0,16775344.0
1632,16775348.0,16775343.0
1633,16775349.0,16775344.0
1634,16775348.0,16775343.0
1635,16775353.0,16775351.0
1636,16775357.0,16775351.0
1637,16775359.0,16775351.0
1638,16775351.0,16775343.0
1639,16775351.0,16775345.0
1640,16775353.0,16775353.0
1641,16775359.0,16775351.0
1642,16775359.0,16775350.0
1643,16775352.0,16775346.0
1644,16775352.0,16775345.0
1645,16775349.0,16775343.0
1646,16775349.0,16775341.0
1647,16775342.0,16775334.0
1648,16775340.0,16775339.0
1649,16775343.0,16775340.0
1650,16775348.0,16775345.0
1651,16775352.0,16775345.0
1652,16775351.0,16775342.0
1653,16775349.0,16775346.0
1654,16775345.0,16775339.0
1655,16775347.0,16775345.0
1656,16775344.0,16775340.0
1657,16775339.0,16775331.0
1658,16775334.0,16775333.0
1659,16775330.0,16775327.0
1660,16775324.0,16775326.0
1661,16775316.0,16775315.0
1662,16775310.0,16775307.0
1663,16775305.0,16775300.0
1664,16775298.0,16775299.0
1665,16775282.0,16775279.0
1666,16775268.0,16775269.0
1667,16775267.0,16775267.0
1668,16775253.0,16775251.0
1669,16775248.0,16775246.0
1670,16775242.0,16775238.0
1671,16775234.0,16775238.0
1672,16775241.0,16775243.0
1673,16775241.0,16775238.0
1674,16775232.0,16775227.0
1675,16775226.0,16775224.0
1676,16775224.0,16775217.0
1677,16775221.0,16775214.0
1678,16775223.0,16775215.0
1679,16775223.0,16775208.0
1680,16775221.0,16775208.0
1681,16775221.0,16775203.0
1682,16775214.0,16775201.0
1683,16775206.0,16775189.0
1684,16775194.0,16775176.0
1685,16775188.0,16775170.0
1686,16775176.0,16775168.0
1687,16775173.0,16775168.0
1688,16775176.0,16775167.0
1689,16775168.0,16775167.0
1690,16775168.0,16775163.0
1691,16775156.0,16775154.0
1692,16775153.0,16775154.0
1693,16775153.0,16775156.0
1694,16775144.0,16775146.0
1695,16775146.0,16775154.0
1696,16775149.0,16775153.0
1697,16775151.0,16775153.0
1698,16775152.0,16775156.0
1699,16775149.0,16775153.0
1700,16775143.0,16775149.0
1701,16775147.0,16775153.0
1702,16775148.0,16775153.0
1703,16775148.0,16775150.0
1704,16775144.0,16775149.0
1705,16775142.0,16775139.0
1706,16775138.0,16775138.0
1707,16775134.0,16775132.0
1708,16775133.0,16775133.0
1709,16775130.0,16775133.0
1710,16775136.0,16775134.0
1711,16775133.0,16775133.0
1712,16775129.0,16775133.0
1713,16775133.0,16775133.0
1714,16775129.0,16775126.0
1715,16775127.0,16775126.0
1716,16775126.0,16775126.0
1717,16775117.0,16775120.0
1718,16775117.0,16775119.0
1719,16775118.0,16775127.0
1720,16775125.0,16775126.0
1721,16775124.0,16775128.0
1722,16775121.0,16775128.0
1723,16775130.0,16775127.0
1724,16775130.0,16775133.0
1725,16775127.0,16775128.0
1726,16775129.0,16775135.0
1727,16775136.0,16775140.0
1728,16775138.0,16775140.0
1729,16775141.0,16775139.0
1730,16775133.0,16775137.0
1731,16775139.0,16775136.0
1732,16775134.0,16775135.0
1733,16775134.0,16775136.0
1734,16775136.0,16775136.0
1735,16775141.0,16775144.0
1736,16775151.0,16775149.0
1737,16775144.0,16775147.0
1738,16775148.0,16775153.0
1739,16775151.0,16775160.0
1740,16775146.0,16775149.0
1741,16775137.0,16775142.0
1742,16775144.0,16775149.0
1743,16775140.0,16775142.0
1744,16775141.0,16775143.0
1745,16775146.0,16775145.0
1746,16775150.0,16775154.0
1747,16775155.0,16775162.0
1748,16775160.0,16775159.0
1749,16775156.0,16775163.0
1750,16775158.0,16775157.0
1751,16775137.0,16775139.0
1752,16775140.0,16775138.0
1753,16775136.0,16775138.0
1754,16775142.0,16775145.0
1755,16775144.0,16775142.0
1756,16775148.0,16775150.0
1757,16775150.0,16775152.0
1758,16775149.0,16775145.0
1759,16775142.0,16775138.0
1760,16775146.0,16775145.0
1761,16775146.0,16775144.0
1762,16775146.0,16775143.0
1763,16775141.0,16775143.0
1764,16775144.0,16775145.0
1765,16775146.0,16775145.0
1766,16775145.0,16775144.0
1767,16775147.0,16775144.0
1768,16775141.0,16775145.0
1769,16775145.0,16775144.0
1770,16775142.0,16775145.0
1771,16775143.0,16775145.0
1772,16775145.0,16775144.0
1773,16775139.0,16775137.0
1774,16775135.0,16775137.0
